mean_fpktl,std_fpktl,mean_fiat,std_fiat,fpkt_rate,fbyte_rate,class
47,45,215468,219890,1.83981E-06,8.69579E-05,lime
45,41,221680,207939,4.39571E-06,0.000199259,lime
323,273,153261,137096,2.61578E-07,8.47197E-05,HTTP
52,66,331581,281622,7.53451E-07,3.97305E-05,lime
45,38,122261,116691,4.70979E-06,0.000214308,lime
45,37,128668,107069,3.96067E-06,0.00018138,lime
1400,69,198328,289344,3.55282E-06,0.004975699,lime
1396,133,497659,333679,1.70541E-06,0.002381504,lime
1401,218,40689,97157,2.27043E-05,0.031825635,lime
44,60,237983,302102,1.85557E-06,8.32875E-05,lime
1400,221,112183,227125,4.31164E-06,0.006039279,lime
57,41,229890,220552,4.26443E-06,0.00024426,lime
53,57,327005,322158,6.18346E-07,3.29986E-05,lime
48,64,190775,223074,1.93758E-06,9.49151E-05,lime
1399,142,122653,179355,2.21324E-06,0.003098079,lime
46,46,145471,142385,2.82045E-06,0.000131774,lime
1396,212,143138,285140,5.32455E-06,0.007436971,lime
315,273,161383,145947,2.83444E-07,8.95416E-05,HTTP
49,78,535606,277923,9.11882E-07,4.48789E-05,lime
66,130,253195,282121,4.35027E-07,2.91373E-05,lime
56,37,198125,205783,5.01586E-06,0.000285888,lime
49,68,246813,242083,1.45787E-06,7.26138E-05,lime
66,118,298175,316055,3.24731E-07,2.17025E-05,lime
1402,199,157689,259877,4.84596E-06,0.00679431,lime
45,45,323448,237313,2.82121E-06,0.000128944,lime
141,242,256139,278367,6.06943E-07,8.58825E-05,lime
140,242,377427,208441,3.17942E-06,0.000447238,lime
139,239,130061,167305,9.22596E-06,0.001287021,lime
1401,200,242478,351933,2.86157E-06,0.004010618,lime
269,251,172485,134313,2.73382E-07,7.36764E-05,lime
1401,200,115625,209576,6.25482E-06,0.008766649,lime
45,39,205111,198660,4E-06,0.000180037,lime
1397,133,264715,344097,1.14847E-06,0.001604481,lime
47,56,250058,217721,2.24117E-06,0.000106881,lime
1403,129,105361,151392,8.5924E-06,0.012059129,lime
1370,203,122704,186365,6.911E-06,0.00946958,lime
44,22,116471,101756,2.47446E-06,0.000110647,lime
1401,201,74777,119535,1.17038E-05,0.016400852,lime
1393,216,92315,86792,1.1557E-06,0.001610539,lime
44,16,104200,117917,8.97762E-06,0.00039744,lime
47,44,214557,218595,1.86879E-06,8.82091E-05,lime
225,277,208126,130182,6.0016E-06,0.001352761,lime
45,41,221458,207463,4.4009E-06,0.000199449,lime
323,273,152528,136409,2.60462E-07,8.43533E-05,HTTP
233,308,305687,137467,9.24245E-08,2.15776E-05,lime
52,64,334333,286235,7.68418E-07,4.02222E-05,lime
45,38,122543,116754,4.72359E-06,0.000215149,lime
45,37,128809,107282,3.98347E-06,0.000182264,lime
1400,69,197712,289136,3.57016E-06,0.005000184,lime
1396,133,497894,333877,1.70313E-06,0.002378513,lime
1401,218,40663,96994,2.27327E-05,0.031866569,lime
44,59,238111,302477,1.8559E-06,8.32466E-05,lime
1400,221,111736,226545,4.30842E-06,0.00603489,lime
57,41,230290,220852,4.25763E-06,0.000243819,lime
52,55,336201,325950,6.47227E-07,3.41031E-05,lime
48,63,190849,220815,1.97667E-06,9.64183E-05,lime
1399,142,122504,179065,2.19437E-06,0.003071928,lime
46,46,145274,142319,2.85378E-06,0.000133159,lime
164,196,159386,181402,1.16197E-07,1.90563E-05,lime
1396,211,143784,286118,5.28936E-06,0.007388329,lime
315,273,160790,145458,2.82229E-07,8.91761E-05,HTTP
49,77,533460,279164,9.14994E-07,4.49849E-05,lime
63,120,266649,279694,4.95993E-07,3.15957E-05,lime
56,37,198117,205835,5.01287E-06,0.000285693,lime
49,66,244291,241760,1.50039E-06,7.43403E-05,lime
65,115,290619,314906,3.35573E-07,2.21146E-05,lime
45,45,323878,237524,2.80665E-06,0.000128247,lime
194,259,250533,147317,4.78978E-06,0.000931612,lime
130,216,392751,260388,3.05532E-06,0.000397192,lime
236,245,172485,134313,2.06325E-07,4.88402E-05,lime
126,221,96995,122165,2.04175E-06,0.000258135,lime
307,514,145519,92495,8.01724E-06,0.00246473,lime
1401,200,242278,351622,2.86438E-06,0.004014822,lime
1401,200,115297,209225,6.23753E-06,0.008742528,lime
45,39,205470,199013,3.99921E-06,0.000179991,lime
1396,133,264349,343873,1.14417E-06,0.001598277,lime
47,55,250516,217592,2.24968E-06,0.000107199,lime
1403,129,105513,151769,8.58625E-06,0.012050527,lime
1370,202,122653,186360,6.92225E-06,0.009487157,lime
44,21,115146,101939,2.58036E-06,0.000115083,lime
181,276,349085,295809,3.81951E-06,0.000691331,lime
1401,201,74877,119785,1.16882E-05,0.016379041,lime
1393,216,92294,86669,1.14923E-06,0.001601645,lime
44,16,104453,118030,8.96033E-06,0.000396648,lime
47,49,213342,218060,1.90128E-06,9.0328E-05,lime
45,40,221974,207635,4.39153E-06,0.000199006,lime
323,273,151789,135742,2.59381E-07,8.39988E-05,HTTP
219,301,386195,285679,9.87542E-08,2.16907E-05,lime
55,93,327918,280805,8.04364E-07,4.4814E-05,lime
45,37,122324,116382,4.75626E-06,0.000216507,lime
45,39,128985,107408,4.00464E-06,0.00018398,lime
1400,68,197277,288833,3.58211E-06,0.005017102,lime
1396,132,498354,334036,1.69987E-06,0.002374033,lime
1401,218,40711,97085,2.27185E-05,0.031844693,lime
44,59,237919,302053,1.86089E-06,8.34344E-05,lime
1400,221,111604,226406,4.29364E-06,0.006014342,lime
57,40,230871,221180,4.24493E-06,0.000243087,lime
52,54,349166,328534,6.65525E-07,3.47664E-05,lime
48,62,193730,224077,1.98369E-06,9.67509E-05,lime
1399,142,122297,178661,2.17999E-06,0.003051867,lime
46,45,145502,142676,2.86984E-06,0.000133771,lime
1396,211,145115,287245,5.19157E-06,0.007251225,lime
314,273,163319,148258,2.82218E-07,8.88453E-05,HTTP
49,77,533087,279161,9.13024E-07,4.48752E-05,lime
58,103,243540,259089,6.50803E-07,3.78541E-05,lime
56,36,197986,205537,5.00878E-06,0.000285431,lime
49,65,243639,244415,1.53026E-06,7.55426E-05,lime
64,112,309408,323025,3.45646E-07,2.24434E-05,lime
45,45,323629,237708,2.81077E-06,0.000128355,lime
134,226,261913,297878,1.97116E-06,0.000264135,lime
137,234,110500,139506,1.08591E-05,0.001489506,lime
1401,200,242243,351503,2.87379E-06,0.004028245,lime
1401,200,115200,209322,6.2272E-06,0.008728168,lime
44,38,205272,198821,4.00895E-06,0.000180358,lime
1396,133,264349,343873,1.14158E-06,0.001594775,lime
47,55,249749,217777,2.26876E-06,0.000107945,lime
1403,129,105710,152335,8.57053E-06,0.012028692,lime
1370,202,122657,186439,6.91664E-06,0.009480959,lime
44,21,115475,103084,2.64961E-06,0.000117972,lime
1401,201,74948,119940,1.1689E-05,0.016380194,lime
1393,215,92093,85919,1.15828E-06,0.00161447,lime
44,16,104758,118413,8.93844E-06,0.000395651,lime
47,49,212362,217349,1.93084E-06,9.1627E-05,lime
45,40,222281,207565,4.38629E-06,0.000198727,lime
323,273,151080,135078,2.58337E-07,8.36563E-05,HTTP
55,92,336209,285427,8.11512E-07,4.50054E-05,lime
56,69,947215,450147,5.24051E-07,2.95211E-05,lime
45,37,122159,116192,4.78622E-06,0.000217717,lime
448,437,277201,156006,9.70665E-08,4.3544E-05,lime
169,200,247435,228159,8.05151E-08,1.36715E-05,lime
45,39,129036,107636,4.02916E-06,0.000184943,lime
1400,68,197011,288699,3.58634E-06,0.00502316,lime
1396,132,498983,334454,1.69561E-06,0.002368115,lime
1401,218,40831,97682,2.26425E-05,0.031738345,lime
44,59,238310,301960,1.86136E-06,8.34174E-05,lime
1400,221,111674,226688,4.29952E-06,0.006022766,lime
57,40,230919,221221,4.24722E-06,0.000243167,lime
51,53,352807,330178,6.76396E-07,3.51459E-05,lime
48,62,195606,226655,1.98022E-06,9.64495E-05,lime
1399,142,122117,178134,2.1736E-06,0.003042826,lime
46,45,146169,143567,2.88469E-06,0.000134417,lime
267,442,523104,333074,1.14598E-07,3.06809E-05,lime
1396,211,146563,288294,5.15731E-06,0.007204671,lime
314,273,162713,147783,2.8126E-07,8.85645E-05,HTTP
265,406,232833,131512,9.65277E-08,2.56013E-05,lime
49,77,532385,279158,9.12747E-07,4.48277E-05,lime
54,89,208482,247733,8.49934E-07,4.59487E-05,lime
56,36,198359,205754,4.99967E-06,0.000284843,lime
49,64,243068,243373,1.56136E-06,7.68027E-05,lime
315,345,504112,698669,1.24225E-07,3.91842E-05,lime
64,111,305811,322846,3.48253E-07,2.24339E-05,lime
45,45,323361,237543,2.80314E-06,0.000128031,lime
368,353,504112,698669,1.35349E-07,4.9893E-05,lime
146,226,233904,90281,5.13031E-06,0.000749025,lime
1401,200,242270,351381,2.87693E-06,0.004032479,lime
1401,200,115269,209405,6.2137E-06,0.008709381,lime
44,38,205661,198989,4.00295E-06,0.000180069,lime
1396,132,266579,344085,1.14011E-06,0.001592672,lime
47,55,250763,218413,2.27139E-06,0.000108028,lime
1403,129,105919,152867,8.54743E-06,0.011995998,lime
1370,202,122689,186453,6.91535E-06,0.009478414,lime
44,21,115606,103013,2.7201E-06,0.000121072,lime
1401,201,74916,120040,1.17056E-05,0.016404203,lime
1394,215,92086,85879,1.15277E-06,0.001606999,lime
44,16,104745,118288,8.94379E-06,0.00039576,lime
47,48,213479,217787,1.94126E-06,9.2087E-05,lime
45,41,222523,207710,4.38228E-06,0.000198799,lime
323,273,150366,134432,2.57329E-07,8.33255E-05,HTTP
55,91,336346,286481,8.141E-07,4.49693E-05,lime
45,37,122169,116419,4.80928E-06,0.000218649,lime
45,39,129008,107462,4.05592E-06,0.000186053,lime
1400,68,195755,287657,3.61875E-06,0.005068826,lime
116,164,196665,103006,1.27137E-06,0.000147987,lime
1396,132,499622,334364,1.6936E-06,0.002365265,lime
1401,218,41002,98472,2.24581E-05,0.031479258,lime
44,59,238102,302318,1.86405E-06,8.34719E-05,lime
1400,221,111538,226594,4.2891E-06,0.006008468,lime
174,224,150006,167883,1.07635E-07,1.87715E-05,lime
57,40,230644,221478,4.25283E-06,0.000243444,lime
51,52,359506,332821,6.94325E-07,3.5899E-05,lime
48,61,199007,231166,1.9758E-06,9.61526E-05,lime
1399,142,121553,177067,2.17642E-06,0.003046923,lime
46,45,146406,143465,2.90759E-06,0.000135333,lime
1397,210,147065,288867,5.15067E-06,0.00719795,lime
314,273,162116,147312,2.80125E-07,8.82275E-05,HTTP
49,77,530873,278823,9.15248E-07,4.49034E-05,lime
51,79,188365,237016,1.06013E-06,5.4935E-05,lime
56,36,197978,205519,5.00956E-06,0.000285361,lime
49,64,244079,243635,1.58106E-06,7.76027E-05,lime
63,108,300858,319025,3.56726E-07,2.26381E-05,lime
45,44,324094,237844,2.79767E-06,0.000127745,lime
97,148,121288,203312,9.42235E-06,0.000913968,lime
149,232,216916,293458,5.53192E-06,0.000827022,lime
172,224,354942,193373,3.28692E-06,0.00056535,lime
130,217,193871,140416,2.98656E-06,0.000389249,lime
152,246,317137,80902,1.01053E-06,0.000154005,lime
328,483,104842,110705,1.63745E-06,0.000537629,lime
1401,200,242646,351449,2.87586E-06,0.00403076,lime
1401,200,115516,209827,6.1939E-06,0.008681447,lime
44,38,206223,199353,3.99228E-06,0.000179578,lime
1396,132,266189,343704,1.13974E-06,0.001592159,lime
47,55,251550,218765,2.27622E-06,0.000108179,lime
1403,129,106083,153202,8.54044E-06,0.01198643,lime
472,553,164964,103971,8.00099E-06,0.003780469,lime
407,568,151636,121164,1.67127E-06,0.000681545,lime
1370,202,123157,186986,6.89154E-06,0.009446374,lime
44,20,115672,102645,2.79014E-06,0.000124001,lime
1401,201,74903,120062,1.17185E-05,0.016421029,lime
1394,215,91981,85575,1.15201E-06,0.001606118,lime
44,16,104963,118406,8.9293E-06,0.000395055,lime
47,48,213515,218310,1.96156E-06,9.28798E-05,lime
45,41,222740,207660,4.37303E-06,0.00019837,lime
323,273,149663,133798,2.56357E-07,8.30063E-05,HTTP
54,89,344361,292006,8.30005E-07,4.54929E-05,lime
45,37,122351,116377,4.82574E-06,0.000219313,lime
45,38,128632,107248,4.09302E-06,0.000187631,lime
1400,67,195004,286996,3.63537E-06,0.005092285,lime
1396,132,499803,334152,1.69241E-06,0.002363776,lime
1401,218,41179,99339,2.23556E-05,0.031335612,lime
44,58,237928,302464,1.86501E-06,8.34636E-05,lime
1400,221,111063,225971,4.28724E-06,0.006005857,lime
57,41,230229,221085,4.25593E-06,0.000243982,lime
51,50,362524,330034,7.2605E-07,3.71789E-05,lime
48,61,202016,232074,1.98102E-06,9.62408E-05,lime
1400,142,121372,176735,2.16453E-06,0.003030534,lime
46,44,146635,144136,2.92979E-06,0.000136248,lime
1396,212,146393,287520,5.18606E-06,0.007242177,lime
315,273,161538,146841,2.79024E-07,8.79005E-05,HTTP
49,76,531492,279266,9.16003E-07,4.48961E-05,lime
50,73,183185,229744,1.2114E-06,6.11289E-05,lime
57,36,197919,205373,5.01134E-06,0.000285759,lime
48,63,244923,244033,1.60067E-06,7.83287E-05,lime
217,299,189455,183822,8.8729E-07,0.000192542,lime
61,103,317852,312888,3.86024E-07,2.37139E-05,lime
45,44,324307,238231,2.79633E-06,0.000127617,lime
152,247,159978,96850,7.81354E-06,0.001193909,lime
155,254,159488,96732,7.83758E-06,0.001221095,lime
453,552,174488,87003,1.18539E-06,0.000537829,lime
261,392,111422,105754,1.04702E-05,0.002735706,lime
1401,200,242784,351422,2.87568E-06,0.004030347,lime
1401,200,115667,210291,6.19028E-06,0.008676515,lime
44,38,206812,199586,3.98192E-06,0.000179071,lime
1397,132,268406,344217,1.13958E-06,0.001592143,lime
47,54,252428,219310,2.27589E-06,0.000108091,lime
1403,129,106213,153453,8.53572E-06,0.011979757,lime
1370,202,123238,186974,6.88231E-06,0.009432399,lime
44,20,115184,102332,2.87181E-06,0.000127508,lime
1401,201,74867,119949,1.17161E-05,0.016418342,lime
1394,215,91975,85535,1.14678E-06,0.001598663,lime
179,194,25387,46741,2.97514E-07,5.33988E-05,HTTP
44,16,104913,118283,8.9377E-06,0.000395314,lime
47,48,212973,219032,1.98024E-06,9.36178E-05,lime
45,40,223116,207488,4.3665E-06,0.000198017,lime
323,273,148985,133168,2.55413E-07,8.26968E-05,HTTP
316,465,128618,181191,1.17117E-07,3.70504E-05,HTTP
216,286,388352,271113,8.50935E-08,1.84281E-05,lime
54,88,345990,292378,8.41037E-07,4.59157E-05,lime
45,37,121906,115989,4.86578E-06,0.000221184,lime
45,38,128440,107011,4.11513E-06,0.000188567,lime
283,313,166801,243383,8.31001E-07,0.000235672,lime
1400,67,195125,286890,3.62274E-06,0.005074629,lime
1396,132,499047,334136,1.69572E-06,0.002368434,lime
1401,218,41274,99833,2.22286E-05,0.031157867,lime
44,58,237824,302575,1.86727E-06,8.35095E-05,lime
1400,221,111726,226712,4.28354E-06,0.006000785,lime
182,194,24785,37870,3.14141E-07,5.74413E-05,HTTP
57,41,230593,221004,4.24983E-06,0.000243572,lime
51,49,366635,332304,7.33875E-07,3.74871E-05,lime
48,61,204861,235736,1.97714E-06,9.59551E-05,lime
1400,141,121774,177172,2.15413E-06,0.003016316,lime
46,44,147017,143967,2.94914E-06,0.000137049,lime
177,195,159386,181402,8.64892E-08,1.53704E-05,lime
1396,211,146851,287627,5.17263E-06,0.007224543,lime
315,273,160400,145916,2.79195E-07,8.80097E-05,HTTP
215,310,46151,98421,3.32716E-07,7.15514E-05,HTTP
48,76,531262,279329,9.14318E-07,4.47877E-05,lime
49,69,187396,233076,1.29623E-06,6.46089E-05,lime
462,437,149233,47832,8.44273E-08,3.90171E-05,HTTP
57,36,198069,205310,5.00784E-06,0.000285477,lime
48,62,244547,243239,1.62779E-06,7.94397E-05,lime
232,318,64527,115304,2.78493E-07,6.47062E-05,HTTP
175,258,189455,183822,2.54703E-07,4.4764E-05,lime
60,101,312815,308274,3.94967E-07,2.40592E-05,lime
46,49,325171,239035,2.78955E-06,0.000128491,lime
137,235,15776,18008,1.74403E-06,0.000240385,lime
136,232,249959,328560,4.80077E-06,0.000656106,lime
180,191,159386,181402,9.58421E-08,1.72755E-05,lime
217,279,251266,260821,5.84973E-07,0.00012719,lime
139,240,108049,137249,1.11055E-05,0.001551062,lime
124,215,201866,132386,1.75561E-06,0.000217696,lime
138,236,349306,213822,3.43532E-06,0.000475219,lime
1401,200,243294,351939,2.8734E-06,0.004026874,lime
1401,200,115666,210527,6.18497E-06,0.008669196,lime
44,38,207160,199671,3.98099E-06,0.000179048,lime
1397,132,271416,345719,1.13968E-06,0.00159235,lime
47,55,252318,219800,2.28857E-06,0.000108953,lime
1403,129,106365,153723,8.52959E-06,0.011971244,lime
1370,202,123364,187228,6.86783E-06,0.009411966,lime
44,19,114636,101759,2.95474E-06,0.000130945,lime
1401,201,74997,120254,1.17068E-05,0.016405597,lime
1394,215,91930,85424,1.14386E-06,0.001594706,lime
44,16,105174,118424,8.91953E-06,0.00039455,lime
47,47,212472,218803,2.00465E-06,9.46268E-05,lime
45,40,223232,207170,4.36132E-06,0.000197704,lime
323,273,147690,131927,2.56607E-07,8.30755E-05,HTTP
54,87,344048,292363,8.45515E-07,4.59177E-05,lime
45,36,122167,116181,4.87834E-06,0.000221668,lime
171,194,264419,223660,7.30866E-08,1.25451E-05,lime
45,38,128296,106815,4.14513E-06,0.000189772,lime
1400,67,195232,286783,3.6211E-06,0.005072443,lime
1396,132,498950,333953,1.69501E-06,0.002367682,lime
1401,218,41404,100409,2.21376E-05,0.03103047,lime
44,58,238200,302603,1.86681E-06,8.34382E-05,lime
1400,220,111406,226307,4.28629E-06,0.006004797,lime
57,40,230629,220799,4.24974E-06,0.000243506,lime
50,49,368462,333029,7.36409E-07,3.7525E-05,lime
48,60,206404,237319,1.974E-06,9.57272E-05,lime
1400,141,121992,177563,2.15889E-06,0.003022821,lime
46,45,146652,143473,2.98237E-06,0.000138836,lime
1396,211,148184,289134,5.13502E-06,0.007172077,lime
316,273,160933,145400,2.80157E-07,8.8687E-05,HTTP
48,76,530837,279922,9.12861E-07,4.4683E-05,lime
48,66,182348,228176,1.41566E-06,6.93336E-05,lime
57,36,197614,204928,5.01963E-06,0.000286133,lime
48,61,246584,245830,1.63852E-06,7.98627E-05,lime
175,258,189455,183822,1.87105E-07,3.28837E-05,lime
60,100,312368,304520,4.02161E-07,2.42194E-05,lime
46,49,325410,239493,2.78359E-06,0.000128204,lime
148,231,189455,183822,1.61701E-07,2.40288E-05,lime
49,68,207208,238325,1.97685E-06,9.72715E-05,lime
224,375,227548,120865,7.89669E-08,1.77101E-05,lime
1401,200,243426,351976,2.8745E-06,0.004028486,lime
1401,200,115638,210674,6.18181E-06,0.008664906,lime
44,38,207422,199629,3.98172E-06,0.000179013,lime
1397,132,271679,345742,1.13945E-06,0.00159206,lime
47,54,250871,219247,2.31295E-06,0.000109964,lime
1403,129,106545,154051,8.50526E-06,0.01193706,lime
1370,203,123432,187148,6.86719E-06,0.009409275,lime
44,19,115502,102828,2.99809E-06,0.000132897,lime
1401,201,75152,120455,1.16742E-05,0.016359816,lime
1394,215,91899,85391,1.13925E-06,0.001588328,lime
44,16,105308,118392,8.91204E-06,0.00039444,lime
47,47,214080,221451,2.00907E-06,9.48216E-05,lime
45,40,223893,207558,4.34928E-06,0.000197157,lime
324,273,146430,130726,2.58303E-07,8.36994E-05,HTTP
54,86,346591,296126,8.57315E-07,4.63487E-05,lime
45,36,121948,115953,4.90886E-06,0.000222987,lime
45,41,127979,106494,4.18E-06,0.000192063,lime
1400,69,194670,286092,3.64083E-06,0.005098261,lime
1396,132,498848,334004,1.69361E-06,0.002365654,lime
1401,218,41503,100744,2.20384E-05,0.030891272,lime
44,58,238547,302517,1.87282E-06,8.36283E-05,lime
92,166,5931,24698,2.59183E-07,2.39337E-05,HTTP
1400,220,111075,225863,4.27598E-06,0.005990515,lime
176,212,170142,165535,8.61979E-08,1.51924E-05,lime
57,40,229962,220323,4.26259E-06,0.000244125,lime
50,48,373111,332487,7.58591E-07,3.83576E-05,lime
1400,141,121261,176224,2.16925E-06,0.003037498,lime
412,422,121184,68746,3.83849E-08,1.58505E-05,HTTP
46,44,146870,143942,3.00435E-06,0.000139727,lime
256,409,548614,320823,9.11525E-08,2.33911E-05,lime
1396,211,149318,289976,5.06988E-06,0.007082087,lime
316,273,159828,144519,2.80828E-07,8.89294E-05,HTTP
214,310,45713,97417,3.28602E-07,7.06057E-05,HTTP
48,76,529161,279451,9.16668E-07,4.48346E-05,lime
48,64,190025,234772,1.45468E-06,7.07673E-05,lime
462,438,148739,47494,8.45755E-08,3.91552E-05,HTTP
57,36,198099,205699,5.00762E-06,0.000285437,lime
48,60,243665,243923,1.68271E-06,8.16616E-05,lime
59,97,299236,298289,4.21264E-07,2.49787E-05,lime
46,49,325039,239325,2.78378E-06,0.000128172,lime
132,222,370915,467087,3.23519E-06,0.000428662,lime
140,241,91379,116072,1.31312E-05,0.001842749,lime
133,225,414821,499003,1.3787E-06,0.000184286,lime
1401,200,243327,351866,2.87498E-06,0.004029121,lime
1401,200,115942,211126,6.15811E-06,0.008631863,lime
44,38,207029,199112,3.99478E-06,0.000179573,lime
1397,132,275767,346848,1.14212E-06,0.001595957,lime
47,54,251492,219204,2.31835E-06,0.000110142,lime
1403,129,106648,154333,8.49005E-06,0.011915199,lime
1370,203,123503,187110,6.86583E-06,0.009407349,lime
44,19,116597,103083,3.03644E-06,0.000134569,lime
1401,201,75227,120515,1.16531E-05,0.016329889,lime
1394,215,91886,85312,1.1357E-06,0.001583488,lime
181,195,25081,46438,2.96059E-07,5.3603E-05,HTTP
44,16,105712,119111,8.88192E-06,0.000393123,lime
47,46,213144,220839,2.03753E-06,9.58795E-05,lime
45,40,224096,207361,4.34615E-06,0.000196945,lime
197,284,545389,475389,2.44474E-06,0.000481613,lime
324,273,145817,130138,2.58696E-07,8.38221E-05,HTTP
53,85,347119,297914,8.61513E-07,4.63724E-05,lime
45,36,122364,116610,4.91443E-06,0.000223152,lime
123,251,122841,131257,4.39632E-07,5.44993E-05,lime
45,40,128016,106682,4.20305E-06,0.000193012,lime
1400,69,194083,285367,3.65234E-06,0.005114577,lime
260,467,177877,112734,1.7856E-07,4.64653E-05,lime
156,255,290502,231318,1.85487E-06,0.000290102,lime
1396,131,499647,334093,1.69257E-06,0.00236444,lime
1401,218,41545,100895,2.19141E-05,0.030717045,lime
44,57,238093,302237,1.87634E-06,8.3718E-05,lime
93,168,5384,23099,2.94033E-07,2.73569E-05,HTTP
1400,220,110888,225702,4.27619E-06,0.005990938,lime
183,195,24760,37730,3.10691E-07,5.71183E-05,HTTP
57,40,230138,220469,4.25992E-06,0.000243974,lime
50,46,365598,330224,7.92588E-07,3.97968E-05,lime
1400,141,121639,176570,2.1624E-06,0.003028296,lime
418,421,124034,65437,4.26731E-08,1.78729E-05,HTTP
46,44,146835,143584,3.03014E-06,0.000140801,lime
1397,210,149741,291022,5.06621E-06,0.00707795,lime
316,273,158790,143637,2.82268E-07,8.94739E-05,HTTP
48,75,528943,278863,9.15925E-07,4.47754E-05,lime
48,62,193982,239420,1.51764E-06,7.33607E-05,lime
463,438,148298,47145,8.58675E-08,3.98016E-05,HTTP
56,36,198160,206292,5.00636E-06,0.000285267,lime
48,60,243635,242915,1.70572E-06,8.26218E-05,lime
230,317,62795,113497,2.75915E-07,6.35717E-05,HTTP
58,94,293544,299798,4.35182E-07,2.54011E-05,lime
46,49,325793,239590,2.77947E-06,0.000127965,lime
300,455,570893,391490,9.77748E-07,0.000294023,lime
126,222,143357,194253,1.91772E-06,0.000242728,lime
126,207,235066,456968,2.77623E-06,0.000350268,lime
199,245,254507,215933,2.03845E-06,0.000405651,lime
214,425,55800,120607,1.50805E-06,0.000323819,lime
1401,200,243504,351825,2.86418E-06,0.004014198,lime
1401,200,115906,210923,6.16428E-06,0.008640727,lime
44,38,207263,199232,3.99568E-06,0.000179541,lime
1397,132,275412,346633,1.13799E-06,0.001590034,lime
47,54,252567,220047,2.31927E-06,0.000110106,lime
1403,129,106678,154299,8.4515E-06,0.011861286,lime
347,483,193318,129370,1.42393E-07,4.94105E-05,lime
200,271,323098,400458,4.45553E-06,0.000894076,lime
1370,203,123510,187109,6.8665E-06,0.009408448,lime
44,19,116414,103262,3.10379E-06,0.000137444,lime
1401,201,75312,120552,1.16196E-05,0.016283017,lime
1394,214,93088,90006,1.13424E-06,0.001581712,lime
44,16,105976,119419,8.86363E-06,0.000392287,lime
47,46,214027,221350,2.04766E-06,9.63759E-05,lime
45,40,224047,207061,4.34786E-06,0.000197028,lime
324,274,144658,128974,2.5988E-07,8.42679E-05,HTTP
317,466,128430,180217,1.15521E-07,3.67276E-05,HTTP
53,84,344976,297692,8.77353E-07,4.69698E-05,lime
45,36,122587,116517,4.92731E-06,0.00022368,lime
93,198,123432,137275,7.16884E-07,6.69888E-05,lime
45,40,128350,106920,4.21621E-06,0.000193507,lime
1400,69,193227,284561,3.67243E-06,0.00514294,lime
1396,131,500248,334287,1.6918E-06,0.00236336,lime
1401,218,41651,101308,2.18394E-05,0.03061263,lime
44,57,238485,302219,1.88045E-06,8.38579E-05,lime
1401,220,111064,226034,4.266E-06,0.005976803,lime
57,40,230404,220320,4.25559E-06,0.000243676,lime
50,48,362608,327912,8.214E-07,4.15823E-05,lime
1400,140,121516,176785,2.17278E-06,0.003042707,lime
411,418,117600,67149,5.2507E-08,2.15895E-05,HTTP
46,44,147194,143425,3.04791E-06,0.00014156,lime
155,248,374136,310066,1.20703E-06,0.000187331,lime
1397,210,148425,290000,5.0552E-06,0.007063737,lime
316,273,159316,143385,2.84045E-07,8.98135E-05,HTTP
213,310,45030,96225,3.31403E-07,7.08819E-05,HTTP
48,75,526303,279421,9.20344E-07,4.4954E-05,lime
48,60,199089,249225,1.55178E-06,7.44953E-05,lime
460,439,147479,46459,8.87062E-08,4.08694E-05,HTTP
56,36,198499,206421,4.99807E-06,0.000284781,lime
48,61,242042,241290,1.74075E-06,8.4668E-05,lime
230,317,63096,112716,2.78991E-07,6.42177E-05,HTTP
57,91,289564,300623,4.58596E-07,2.63803E-05,lime
46,49,326136,239777,2.774E-06,0.000127685,lime
120,192,278863,361674,4.30309E-06,0.000517805,lime
139,240,100054,126120,1.19927E-05,0.001674985,lime
124,208,336167,467233,3.47044E-06,0.00043083,lime
137,217,460254,244587,1.44752E-06,0.00019831,lime
250,365,143332,145910,8.13927E-06,0.002037143,lime
143,244,262554,339912,4.57043E-06,0.000657381,lime
169,258,560483,79858,2.23022E-06,0.000377799,lime
1401,200,243881,351784,2.86587E-06,0.004016696,lime
1401,200,115986,211026,6.17672E-06,0.008658362,lime
44,37,207153,199071,4.00353E-06,0.000179829,lime
1397,131,276300,346680,1.13516E-06,0.00158615,lime
47,54,253278,221179,2.32395E-06,0.000110286,lime
1403,129,106828,154669,8.44576E-06,0.011853239,lime
1370,203,123544,187089,6.86136E-06,0.009400976,lime
44,18,116710,104440,3.15784E-06,0.000139757,lime
1401,201,75388,120562,1.15917E-05,0.01624374,lime
1394,214,93315,90555,1.13988E-06,0.001589417,lime
44,16,106074,119392,8.85922E-06,0.000392089,lime
47,46,215607,222541,2.05146E-06,9.65067E-05,lime
149,231,129379,104175,1.44975E-06,0.000216883,lime
45,40,224687,207837,4.33629E-06,0.00019646,lime
324,273,143539,127842,2.61884E-07,8.49075E-05,HTTP
319,467,127978,179115,1.1729E-07,3.74675E-05,HTTP
214,274,384305,258876,7.68587E-08,1.64606E-05,lime
53,83,345477,298700,8.79146E-07,4.69159E-05,lime
45,36,122631,116767,4.94685E-06,0.000224513,lime
78,167,122205,135941,9.82164E-07,7.75455E-05,lime
45,40,128226,106896,4.24392E-06,0.000194727,lime
1400,68,192626,283736,3.68386E-06,0.005159113,lime
